City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Coahuayana,MX,2022-07-22 17:29:12,18.7333,-103.6833,90.5,59,82,4.0
274,Iqaluit,CA,2022-07-22 17:29:49,63.7506,-68.5145,42.53,79,76,7.45
275,Mnogovershinnyy,RU,2022-07-22 17:30:12,53.9353,139.9242,48.85,76,87,4.09
276,Lucea,JM,2022-07-22 17:30:13,18.451,-78.1736,87.66,76,15,14.47
277,Sturgeon Falls,CA,2022-07-22 17:30:13,46.3646,-79.9326,81.9,44,32,13.13
278,Serov,RU,2022-07-22 17:30:14,59.6033,60.5787,53.82,57,48,5.55
279,Tawang,IN,2022-07-22 17:30:14,27.5833,91.8667,56.86,97,100,2.3
280,Itabirito,BR,2022-07-22 17:30:15,-20.2533,-43.8014,77.77,25,1,4.0
281,Acajutla,SV,2022-07-22 17:30:16,13.5928,-89.8275,84.18,70,97,6.8
282,The Pas,CA,2022-07-22 17:30:17,53.8251,-101.2541,65.21,55,61,5.01
283,Lagoa,PT,2022-07-22 17:30:17,39.05,-27.9833,72.82,87,100,8.84
284,Russell,US,2022-07-22 17:30:17,32.3502,-85.1999,88.88,66,0,4.61
285,Port Blair,IN,2022-07-22 17:30:18,11.6667,92.75,80.44,84,100,8.16
286,San Antonio,US,2022-07-22 17:29:20,29.4241,-98.4936,96.26,50,40,10.36
287,Puerto Escondido,MX,2022-07-22 17:30:19,15.85,-97.0667,90.43,55,75,6.91
288,Yeppoon,AU,2022-07-22 17:30:19,-23.1333,150.7333,60.58,83,72,9.86
289,Buin,CL,2022-07-22 17:30:20,-33.7333,-70.75,73.87,35,0,2.71
290,Adrar,MR,2022-07-22 17:30:20,20.5022,-10.0711,95.56,32,66,11.9
291,Genhe,CN,2022-07-22 17:30:20,50.7833,121.5167,58.77,96,13,3.78
292,Am Timan,TD,2022-07-22 17:30:21,11.0297,20.2827,76.06,78,58,3.04
293,Grabouw,ZA,2022-07-22 17:30:22,-34.1515,19.0151,54.48,73,100,6.33
294,Ahipara,NZ,2022-07-22 17:30:22,-35.1667,173.1667,48.2,86,72,6.8
295,Ocher,RU,2022-07-22 17:30:23,57.8904,54.7202,62.29,89,80,5.35
296,Jagraon,IN,2022-07-22 17:30:23,30.7833,75.4833,89.22,75,100,6.11
297,El Carmen,CO,2022-07-22 17:30:23,8.5106,-73.4478,78.04,79,93,1.68
298,Shambu,ET,2022-07-22 17:30:24,9.5667,37.1,51.78,93,42,0.69
299,Mayo,US,2022-07-22 17:29:48,38.8876,-76.5119,96.08,49,0,1.99
300,El Alto,PE,2022-07-22 17:30:25,-4.2714,-81.2147,67.66,73,72,14.27
301,Koumac,NC,2022-07-22 17:30:25,-20.5667,164.2833,75.45,89,60,9.86
302,Palmer,US,2022-07-22 17:30:25,42.1584,-72.3287,91.92,42,40,11.5
303,Comodoro Rivadavia,AR,2022-07-22 17:29:45,-45.8667,-67.5,44.46,29,0,10.36
304,Katherine,AU,2022-07-22 17:28:16,-14.4667,132.2667,53.92,50,5,3.44
305,Dudinka,RU,2022-07-22 17:26:28,69.4058,86.1778,67.62,68,72,8.19
306,Newtonmore,GB,2022-07-22 17:30:27,57.066,-4.1192,59.07,76,100,3.06
307,Salalah,OM,2022-07-22 17:30:27,17.0151,54.0924,77.09,94,75,5.75
308,Carauari,BR,2022-07-22 17:30:28,-4.8828,-66.8958,90.03,51,32,2.42
309,Gondanglegi,ID,2022-07-22 17:30:28,-7.7479,112.0132,72.86,85,46,9.28
310,Ios,GR,2022-07-22 17:30:29,36.7333,25.2833,84.11,65,0,20.24
311,Chimore,BO,2022-07-22 17:30:29,-16.9833,-65.1333,86.86,44,27,5.03
312,Barra,BR,2022-07-22 17:27:07,-11.0894,-43.1417,86.47,29,75,5.37
313,Okhotsk,RU,2022-07-22 17:30:30,59.3833,143.3,54.37,93,88,2.82
314,Pilar,BR,2022-07-22 17:31:30,-9.5972,-35.9567,78.73,89,98,7.87
315,Barranca,PE,2022-07-22 17:31:31,-10.75,-77.7667,65.88,69,55,8.5
316,Bahia Blanca,AR,2022-07-22 17:30:09,-38.7196,-62.2724,55.08,49,94,5.88
317,Wanaka,NZ,2022-07-22 17:31:32,-44.7,169.15,22.15,92,14,2.75
318,Yar-Sale,RU,2022-07-22 17:31:32,66.8333,70.8333,44.98,96,100,13.87
319,Manoharpur,IN,2022-07-22 17:27:13,27.3,75.95,81.82,74,87,2.21
320,Otane,NZ,2022-07-22 17:31:33,-39.8833,176.6333,43.97,78,100,2.48
321,Xining,CN,2022-07-22 17:26:38,36.6167,101.7667,54.09,67,1,2.04
322,Padang,ID,2022-07-22 17:31:34,-0.9492,100.3543,78.31,87,100,4.74
323,Hirara,JP,2022-07-22 17:31:35,24.8,125.2833,84.65,78,51,12.62
324,Kodiak,US,2022-07-22 17:31:35,57.79,-152.4072,53.11,58,0,6.91
325,Camacari,BR,2022-07-22 17:31:36,-12.6975,-38.3242,82.17,64,54,8.66
326,Tamala,RU,2022-07-22 17:31:36,52.541,43.2515,62.31,75,69,6.53
327,Bagdarin,RU,2022-07-22 17:31:37,54.4333,113.6,59.54,96,93,4.23
328,Zapadnaya Dvina,RU,2022-07-22 17:31:37,56.259,32.0745,65.66,65,13,2.28
329,Mattru,SL,2022-07-22 17:31:37,7.6244,-11.8332,76.73,90,94,5.44
330,Shimoda,JP,2022-07-22 17:31:38,34.6667,138.95,78.1,86,0,14.63
331,Moses Lake,US,2022-07-22 17:31:38,47.1301,-119.2781,84.88,29,0,6.91
332,Murray Bridge,AU,2022-07-22 17:27:45,-35.1167,139.2667,58.12,89,100,8.3
333,Sosnovo-Ozerskoye,RU,2022-07-22 17:31:39,52.5249,111.5418,64.71,75,73,8.77
334,Broken Hill,AU,2022-07-22 17:31:40,-31.95,141.4333,55.29,71,100,10.31
335,Qaqortoq,GL,2022-07-22 17:31:40,60.7167,-46.0333,51.96,70,44,3.09
336,Kavaratti,IN,2022-07-22 17:31:41,10.5669,72.642,81.27,79,100,19.17
337,Suba,PH,2022-07-22 17:31:41,10.8438,121.0102,83.46,77,82,7.09
338,Goundam,ML,2022-07-22 17:31:42,16.4145,-3.6708,98.02,30,85,4.63
339,Zaozerne,UA,2022-07-22 17:31:42,45.1582,33.2787,73.26,71,2,16.08
340,Sabaudia,IT,2022-07-22 17:31:43,41.3003,13.0282,93.2,76,2,11.54
341,Benjamin Aceval,PY,2022-07-22 17:31:43,-24.9667,-57.5667,86.59,25,99,10.69
342,Bloomsburg,US,2022-07-22 17:31:44,41.0037,-76.4549,92.91,52,16,1.01
343,Kaura Namoda,NG,2022-07-22 17:31:44,12.5898,6.5779,87.93,53,98,5.37
344,Banda Aceh,ID,2022-07-22 17:31:45,5.5577,95.3222,79.02,82,100,1.83
345,Tiznit,MA,2022-07-22 17:30:43,29.5833,-9.5,94.12,22,49,9.26
346,Cayenne,GF,2022-07-22 17:26:51,4.9333,-52.3333,88.09,25,40,3.44
347,Veraval,IN,2022-07-22 17:31:45,20.9,70.3667,80.74,85,96,15.99
348,Thinadhoo,MV,2022-07-22 17:31:46,0.5333,72.9333,81.99,73,100,8.01
349,Bridlington,GB,2022-07-22 17:31:46,54.0831,-0.1919,61.9,76,100,3.71
350,Yumen,CN,2022-07-22 17:31:47,40.2833,97.2,77.23,14,0,11.79
351,Council Bluffs,US,2022-07-22 17:31:11,41.2619,-95.8608,86.72,56,75,11.5
352,Fergus Falls,US,2022-07-22 17:31:48,46.283,-96.0776,83.16,61,0,9.22
353,Bageshwar,IN,2022-07-22 17:31:48,29.85,79.7667,72.0,93,90,0.87
354,La Ronge,CA,2022-07-22 17:30:48,55.1001,-105.2842,52.02,93,75,4.61
355,Samarai,PG,2022-07-22 17:29:56,-10.6167,150.6667,79.59,81,33,5.61
356,High Level,CA,2022-07-22 17:31:49,58.5169,-117.136,64.51,72,40,4.61
357,Plettenberg Bay,ZA,2022-07-22 17:31:50,-34.0527,23.3716,56.8,70,84,3.49
358,Chandausi,IN,2022-07-22 17:32:50,28.45,78.7667,88.83,61,99,11.07
359,Labuhan,ID,2022-07-22 17:32:51,-6.8844,112.2051,75.61,83,49,7.09
360,Bathsheba,BB,2022-07-22 17:32:51,13.2167,-59.5167,86.61,80,40,17.27
361,Sinnai,IT,2022-07-22 17:32:51,39.3042,9.2036,95.45,54,0,12.66
362,Ferkessedougou,CI,2022-07-22 17:32:52,9.6,-5.2,80.33,75,93,2.26
363,Imeni Poliny Osipenko,RU,2022-07-22 17:32:53,52.4201,136.4853,55.65,92,99,7.02
364,Mananara,MG,2022-07-22 17:32:53,-16.1667,49.7667,64.94,93,14,4.99
365,Port Hawkesbury,CA,2022-07-22 17:32:53,45.6169,-61.3485,85.59,87,100,10.36
366,Fasa,IR,2022-07-22 17:32:54,28.9383,53.6482,92.44,24,40,0.0
367,Bonavista,CA,2022-07-22 17:32:54,48.6499,-53.1147,65.21,75,75,14.58
368,Lithgow,AU,2022-07-22 17:29:32,-33.4833,150.15,43.79,97,99,6.91
369,Singarayakonda,IN,2022-07-22 17:32:55,15.25,80.0333,80.55,81,100,2.55
370,Tessalit,ML,2022-07-22 17:32:55,20.1986,1.0114,101.12,16,25,5.53
371,Emilio Carranza,MX,2022-07-22 17:32:56,19.9711,-96.6114,88.14,60,49,11.12
372,Thomaston,US,2022-07-22 17:29:54,32.8882,-84.3266,88.11,63,75,5.99
373,Zabid,YE,2022-07-22 17:32:56,14.1951,43.3152,92.88,42,78,13.42
374,Havre,FR,2022-07-22 17:32:57,49.5833,0.3333,71.37,73,83,4.61
375,Hofn,IS,2022-07-22 17:32:57,64.2539,-15.2082,53.62,87,75,8.05
376,Bodden Town,KY,2022-07-22 17:32:58,19.2833,-81.25,91.4,72,40,12.66
377,Merauke,ID,2022-07-22 17:32:58,-8.4667,140.3333,75.38,90,61,10.76
378,Atambua,ID,2022-07-22 17:32:58,-9.1061,124.8925,65.12,81,58,5.82
379,Chichester,GB,2022-07-22 17:32:59,50.8367,-0.78,72.07,72,68,1.01
380,Moron,AR,2022-07-22 17:32:59,-34.6534,-58.6198,65.95,77,2,4.79
381,Kondinskoye,RU,2022-07-22 17:33:00,59.6481,67.41,55.13,65,57,8.16
382,Santa Cruz,BO,2022-07-22 17:29:14,-17.8,-63.1667,85.46,54,75,19.57
383,Eydhafushi,MV,2022-07-22 17:33:00,5.1033,73.0708,80.82,79,100,15.35
384,Hammerfest,NO,2022-07-22 17:33:01,70.6634,23.6821,52.25,100,75,8.05
385,Byron Bay,AU,2022-07-22 17:32:00,-28.65,153.6167,60.94,84,99,22.59
386,Esperance,AU,2022-07-22 17:33:01,-33.8667,121.9,55.04,73,90,14.88
387,Valmiera,LV,2022-07-22 17:33:02,57.5411,25.4275,79.41,67,0,5.37
388,Richards Bay,ZA,2022-07-22 17:33:02,-28.783,32.0377,67.69,79,0,11.03
389,Santa Lucia,ES,2022-07-22 17:33:03,27.9117,-15.5407,74.77,73,20,32.21
390,Hetauda,NP,2022-07-22 17:33:03,27.4284,85.0322,79.95,91,97,4.43
391,Dawlatabad,AF,2022-07-22 17:33:04,36.4141,64.9053,94.08,8,0,4.45
392,Maine-Soroa,NE,2022-07-22 17:33:04,13.2114,12.0241,92.77,41,100,4.85
393,Burgeo,CA,2022-07-22 17:33:05,47.6167,-57.6152,65.37,92,54,9.48
394,Susangerd,IR,2022-07-22 17:33:05,31.5608,48.1831,108.93,8,0,22.19
395,Ilulissat,GL,2022-07-22 17:33:06,69.2167,-51.1,48.22,93,100,3.44
396,Tambo,PE,2022-07-22 17:33:06,-14.8,-73.9167,53.19,22,1,10.11
397,Jalu,LY,2022-07-22 17:33:07,29.0331,21.5482,88.77,19,0,8.03
398,Maubin,MM,2022-07-22 17:33:07,16.7333,95.65,75.27,94,100,4.29
399,Nyurba,RU,2022-07-22 17:33:08,63.2842,118.3319,61.25,81,100,3.47
400,Walvis Bay,NA,2022-07-22 17:33:08,-22.9575,14.5053,72.55,40,0,3.44
401,Diffa,NE,2022-07-22 17:33:09,13.3154,12.6113,92.8,42,95,2.55
402,Umm Kaddadah,SD,2022-07-22 17:33:09,13.6017,26.6876,92.43,29,2,5.82
403,Tommot,RU,2022-07-22 17:33:09,58.9564,126.2925,64.65,89,80,0.69
404,Andover,GB,2022-07-22 17:33:10,51.2083,-1.4825,71.56,70,75,5.75
405,Tuchola,PL,2022-07-22 17:33:10,53.5879,17.8591,80.01,61,64,8.16
406,Minsk,BY,2022-07-22 17:33:40,53.9,27.5667,76.75,76,11,5.93
407,Laurel,US,2022-07-22 17:34:11,39.0993,-76.8483,96.44,46,0,6.91
408,Cidreira,BR,2022-07-22 17:34:11,-30.1811,-50.2056,67.64,85,94,3.98
409,Parrita,CR,2022-07-22 17:34:12,9.5201,-84.3225,80.19,80,100,4.83
410,Tacna,PE,2022-07-22 17:34:12,-18.0056,-70.2483,61.0,63,20,6.91
411,Faro,PT,2022-07-22 17:34:13,37.0194,-7.9322,94.17,48,0,13.8
412,Bulgan,MN,2022-07-22 17:34:13,48.8125,103.5347,50.81,91,100,3.71
413,Petropavlovsk-Kamchatskiy,RU,2022-07-22 17:31:25,53.0452,158.6483,54.19,94,75,2.24
414,Marijampole,LT,2022-07-22 17:34:14,54.5667,23.35,74.64,79,3,6.17
415,Antsohihy,MG,2022-07-22 17:34:14,-14.8796,47.9875,71.46,56,16,10.67
416,Port Macquarie,AU,2022-07-22 17:31:49,-31.4333,152.9167,50.9,82,56,12.12
417,Presidencia Roque Saenz Pena,AR,2022-07-22 17:34:15,-26.7852,-60.4388,90.16,26,50,10.96
418,Mansa,IN,2022-07-22 17:34:16,29.9833,75.3833,87.3,67,100,6.15
419,Gladstone,AU,2022-07-22 17:34:16,-23.85,151.25,57.13,82,89,5.75
420,Matadi,CD,2022-07-22 17:34:17,-5.8167,13.45,78.3,55,75,11.03
421,Umm Lajj,SA,2022-07-22 17:34:17,25.0213,37.2685,89.15,51,10,8.55
422,Mahanoro,MG,2022-07-22 17:34:17,-19.9,48.8,64.99,90,15,3.78
423,Neuquen,AR,2022-07-22 17:34:18,-38.9516,-68.0591,49.89,62,75,11.5
424,Koyelga,RU,2022-07-22 17:34:18,54.6522,60.9049,59.31,81,48,7.83
425,Edgewater,US,2022-07-22 17:34:19,28.9889,-80.9023,95.11,56,0,11.65
426,Sumenep,ID,2022-07-22 17:34:20,-7.0167,113.8667,78.31,81,76,7.45
427,Kikwit,CD,2022-07-22 17:34:20,-5.041,18.8162,85.17,37,99,3.62
428,Alto Lucero,MX,2022-07-22 17:32:14,19.6167,-96.7167,83.26,54,29,5.99
429,Ampanihy,MG,2022-07-22 17:34:21,-24.7,44.75,64.92,68,11,6.91
430,Masvingo,ZW,2022-07-22 17:34:21,-20.0637,30.8277,61.74,48,47,7.4
431,Itarema,BR,2022-07-22 17:34:22,-2.9248,-39.9167,84.7,63,58,17.54
432,Camacha,PT,2022-07-22 17:34:22,33.0833,-16.3333,71.02,64,75,16.11
433,Creston,US,2022-07-22 17:34:23,41.0586,-94.3614,87.76,45,0,10.36
434,Chimoio,MZ,2022-07-22 17:34:23,-19.1164,33.4833,64.26,68,75,16.11
435,Rawson,AR,2022-07-22 17:34:24,-43.3002,-65.1023,44.31,38,99,6.26
436,Shar,KZ,2022-07-22 17:34:24,49.5886,81.0453,68.65,43,12,10.54
437,Lodja,CD,2022-07-22 17:34:25,-3.4833,23.4333,81.86,35,92,0.07
438,Saint Anthony,US,2022-07-22 17:34:25,45.0205,-93.218,90.18,41,20,12.66
439,Vysokogornyy,RU,2022-07-22 17:34:26,50.1167,139.15,54.0,99,100,2.08
440,Mae Hong Son,TH,2022-07-22 17:34:26,19.3003,97.9685,74.57,99,100,1.79
441,Sakaiminato,JP,2022-07-22 17:34:26,35.55,133.2333,73.38,94,75,6.91
442,Taltal,CL,2022-07-22 17:34:27,-25.4,-70.4833,61.12,74,100,4.83
443,Haines Junction,CA,2022-07-22 17:34:27,60.7522,-137.5108,51.75,66,100,5.75
444,Srednekolymsk,RU,2022-07-22 17:34:28,67.45,153.6833,42.49,78,46,12.01
445,Suntar,RU,2022-07-22 17:34:28,62.1444,117.6319,58.01,95,96,3.67
446,Dukat,RU,2022-07-22 17:34:29,62.55,155.55,46.18,63,1,2.13
447,Bulls,NZ,2022-07-22 17:34:29,-40.1667,175.3833,41.09,91,79,5.75
448,Dwarka,IN,2022-07-22 17:34:30,22.2394,68.9678,82.2,83,68,18.48
449,Hare Bay,CA,2022-07-22 17:35:30,48.8499,-54.0148,83.8,39,83,6.2
450,Pratapgarh,IN,2022-07-22 17:35:31,24.0333,74.7833,74.34,96,100,7.72
451,Hami,CN,2022-07-22 17:35:31,42.8,93.45,82.65,18,0,1.88
452,Alta Floresta,BR,2022-07-22 17:35:32,-9.8756,-56.0861,96.62,23,20,6.91
453,Beringovskiy,RU,2022-07-22 17:35:32,63.05,179.3167,49.23,71,100,9.4
454,Beloha,MG,2022-07-22 17:35:33,-25.1667,45.05,64.92,88,2,9.1
455,Luganville,VU,2022-07-22 17:35:33,-15.5333,167.1667,77.47,86,98,8.1
456,Yaypan,UZ,2022-07-22 17:35:33,40.3758,70.8156,94.8,12,0,8.68
457,Ranot,TH,2022-07-22 17:35:34,7.7777,100.3213,80.73,80,79,5.06
458,Grand Gaube,MU,2022-07-22 17:35:34,-20.0064,57.6608,70.2,74,38,5.01
459,Ust-Nera,RU,2022-07-22 17:35:35,64.5667,143.2,65.89,73,69,5.84
460,Coquimbo,CL,2022-07-22 17:35:35,-29.9533,-71.3436,55.13,82,100,2.3
461,Nola,IT,2022-07-22 17:35:36,40.922,14.5329,87.4,70,0,4.0
462,Egvekinot,RU,2022-07-22 17:35:36,66.3167,-179.1667,38.86,77,98,8.55
463,Caborca,MX,2022-07-22 17:35:36,30.5838,-111.101,93.97,35,87,3.49
464,Linhares,BR,2022-07-22 17:31:08,-19.3911,-40.0722,80.92,52,18,9.15
465,Hastings,GB,2022-07-22 17:33:36,50.8552,0.5729,70.79,70,56,17.96
466,Tecoanapa,MX,2022-07-22 17:35:37,16.5167,-98.75,86.61,67,86,6.64
467,Mersin,TR,2022-07-22 17:35:38,36.862,34.6509,81.88,58,0,5.55
468,Muyezerskiy,RU,2022-07-22 17:35:38,63.9333,31.65,66.47,88,91,3.31
469,Butembo,CD,2022-07-22 17:35:39,0.15,29.2833,64.22,61,90,1.88
470,Ust-Maya,RU,2022-07-22 17:35:39,60.4167,134.5333,65.8,79,74,1.03
471,Bendigo,AU,2022-07-22 17:35:40,-36.7667,144.2833,49.64,80,100,1.99
472,Baherden,TM,2022-07-22 17:35:40,38.4362,57.4316,93.45,40,0,15.88
473,Port Arthur,CN,2022-07-22 17:35:41,38.8,121.2667,77.22,87,100,6.69
474,Loa Janan,ID,2022-07-22 17:35:41,-0.583,117.095,73.35,99,42,2.26
475,Colares,PT,2022-07-22 17:35:42,38.7992,-9.4469,89.28,61,20,18.41
476,San Patricio,US,2022-07-22 17:35:42,28.017,-97.5169,95.07,40,85,16.17
477,Portland,US,2022-07-22 17:34:01,45.5234,-122.6762,66.99,74,100,4.61
478,Evensk,RU,2022-07-22 17:35:43,61.95,159.2333,54.64,51,1,5.55
479,Rundu,NA,2022-07-22 17:35:44,-17.9333,19.7667,68.59,35,78,6.46
480,Betioky,MG,2022-07-22 17:35:45,-23.7167,44.3833,68.94,44,31,8.81
481,Felanitx,ES,2022-07-22 17:35:45,39.4696,3.1483,94.44,47,0,7.4
482,Kudahuvadhoo,MV,2022-07-22 17:35:45,2.6708,72.8944,82.71,74,100,16.08
483,Santa Isabel,BR,2022-07-22 17:33:41,-23.3156,-46.2214,79.9,22,22,3.67
484,Puquio,PE,2022-07-22 17:35:46,-14.7,-74.1333,67.03,20,1,9.13
485,Yelizovo,RU,2022-07-22 17:35:47,53.1873,158.3805,55.54,93,75,2.24
486,Kumo,NG,2022-07-22 17:35:47,10.0447,11.2122,78.15,76,99,7.92
487,Popondetta,PG,2022-07-22 17:35:48,-8.7537,148.2534,73.33,91,40,2.28
488,Mangan,IN,2022-07-22 17:35:49,27.5167,88.5333,75.78,88,75,2.82
489,Mehamn,NO,2022-07-22 17:35:49,71.0357,27.8492,55.35,82,75,12.66
490,Tapah,MY,2022-07-22 17:35:50,4.2004,101.2598,78.71,94,55,2.84
491,Kostino,RU,2022-07-22 17:35:50,58.9097,53.2691,64.04,82,100,3.49
492,Epinal,FR,2022-07-22 17:35:51,48.1833,6.45,83.16,52,100,3.02
493,Kargopol,RU,2022-07-22 17:36:52,61.5071,38.9456,66.97,73,71,5.37
494,Tiarei,PF,2022-07-22 17:36:52,-17.5333,-149.3333,73.42,79,33,9.28
495,Romitan,UZ,2022-07-22 17:36:53,39.9343,64.3814,87.75,25,0,6.91
496,Baracoa,CU,2022-07-22 17:36:53,20.3467,-74.4958,84.33,77,79,11.18
497,Husavik,IS,2022-07-22 17:36:53,66.0449,-17.3389,51.67,81,60,6.15
498,Tonekabon,IR,2022-07-22 17:36:54,36.8163,50.8738,78.75,78,28,4.43
499,Kuala Terengganu,MY,2022-07-22 17:36:55,5.3302,103.1408,78.75,100,40,0.0
500,Varhaug,NO,2022-07-22 17:36:56,58.6147,5.6457,63.86,83,62,15.14
501,Kununurra,AU,2022-07-22 17:36:56,-15.7667,128.7333,55.38,82,61,3.44
502,Vestmanna,FO,2022-07-22 17:36:57,62.1564,-7.1664,50.92,82,75,8.05
503,Ankara,TR,2022-07-22 17:36:57,39.9199,32.8543,79.99,33,0,16.11
504,Bilma,NE,2022-07-22 17:36:58,18.6853,12.9164,97.38,21,74,10.56
505,Sabha,LY,2022-07-22 17:36:59,27.0377,14.4283,87.4,18,0,8.34
506,Maldonado,UY,2022-07-22 17:37:00,-34.6667,-54.9167,60.22,69,23,3.53
507,Taksimo,RU,2022-07-22 17:37:00,56.3444,114.8794,64.65,89,94,1.07
508,Nuuk,GL,2022-07-22 17:37:01,64.1835,-51.7216,50.61,76,20,12.66
509,Kurilsk,RU,2022-07-22 17:37:01,45.2333,147.8833,54.64,99,100,0.85
510,Broome,US,2022-07-22 17:37:02,42.2506,-75.833,88.47,49,100,7.0
511,Papa,HU,2022-07-22 17:37:02,47.33,17.4674,94.93,28,0,4.61
512,Karakol,KG,2022-07-22 17:37:03,42.4907,78.3936,66.67,36,0,4.45
513,Samandag,TR,2022-07-22 17:37:03,36.0842,35.9771,82.92,77,0,4.9
514,Poronaysk,RU,2022-07-22 17:37:04,49.2167,143.1167,56.77,97,100,2.98
515,Villa Carlos Paz,AR,2022-07-22 17:34:29,-31.4241,-64.4978,70.39,30,3,8.99
516,Hay River,CA,2022-07-22 17:33:19,60.8156,-115.7999,64.38,68,75,8.05
517,Cubulco,GT,2022-07-22 17:37:04,15.1333,-90.5833,59.81,54,100,1.9
518,North Bend,US,2022-07-22 17:37:06,43.4065,-124.2243,67.24,83,75,9.22
519,Pacific Grove,US,2022-07-22 17:37:00,36.6177,-121.9166,74.21,89,20,15.99
520,Hinton,CA,2022-07-22 17:33:25,53.4001,-117.5857,67.39,50,100,2.55
521,Urzhum,RU,2022-07-22 17:37:06,57.1141,49.9996,63.77,78,22,5.59
522,Birao,CF,2022-07-22 17:36:50,10.2849,22.7882,74.88,83,37,4.85
523,Bridgetown,BB,2022-07-22 17:36:02,13.1,-59.6167,86.49,70,40,17.27
524,Mana,GF,2022-07-22 17:37:08,5.6592,-53.7767,81.99,75,76,7.47
525,Abidjan,CI,2022-07-22 17:35:16,5.3094,-4.0197,80.56,74,20,12.66
526,Nouadhibou,MR,2022-07-22 17:37:09,20.931,-17.0347,80.58,74,31,12.66
527,Hit,IQ,2022-07-22 17:37:10,33.6416,42.8251,95.7,14,0,10.49
528,Jaque,PA,2022-07-22 17:37:10,7.5175,-78.1703,80.42,83,79,5.79
529,Guiratinga,BR,2022-07-22 17:37:11,-16.3494,-53.7583,91.31,21,10,5.68
530,Nizhneudinsk,RU,2022-07-22 17:37:12,54.9076,99.0276,57.54,97,100,3.18
531,Turbo,CO,2022-07-22 17:32:41,8.0937,-76.7269,80.76,79,100,5.03
532,Buraydah,SA,2022-07-22 17:37:12,26.326,43.975,106.25,10,21,11.45
533,Black River,JM,2022-07-22 17:37:13,18.0264,-77.8487,90.88,56,5,19.42
534,Sarh,TD,2022-07-22 17:37:13,9.1429,18.3923,76.91,83,20,3.44
535,Riyadh,SA,2022-07-22 17:34:31,24.6877,46.7219,104.14,11,93,14.61
536,Yanam,IN,2022-07-22 17:37:14,16.7333,82.2167,79.29,83,100,8.25
537,Great Yarmouth,GB,2022-07-22 17:37:14,52.6083,1.7305,67.41,76,82,8.59
538,Vao,NC,2022-07-22 17:37:15,-22.6667,167.4833,74.41,87,84,24.2
539,Hobyo,SO,2022-07-22 17:37:15,5.3505,48.5268,76.59,82,68,22.39
540,Kontagora,NG,2022-07-22 17:38:16,10.3999,5.4695,76.15,87,90,2.86
541,Le Vauclin,MQ,2022-07-22 17:38:16,14.5452,-60.8388,87.85,62,40,16.11
542,Vallenar,CL,2022-07-22 17:38:17,-28.5708,-70.7581,69.35,49,37,4.88
543,Jacareacanga,BR,2022-07-22 17:38:17,-6.2222,-57.7528,99.21,25,28,1.52
544,Porto Novo,BJ,2022-07-22 17:36:53,6.4965,2.6036,78.62,79,100,9.48
545,Williston,US,2022-07-22 17:38:18,48.147,-103.618,86.74,46,27,1.99
546,Christchurch,NZ,2022-07-22 17:35:05,-43.5333,172.6333,37.6,100,75,3.44
547,Fort Abbas,PK,2022-07-22 17:38:19,29.1925,72.8536,87.33,68,100,2.06
